heart_rate,spo2,temperature,risk_label
45,94,36.06212732894653,0
185,89,39.65531904316363,1
193,88,38.32262841342468,1
76,94,36.77120031885279,0
133,90,38.20347740144382,0
41,97,36.52176392381724,0
178,90,39.30855028422146,1
124,89,38.83150629850191,1
146,92,38.05045800487453,0
94,98,37.25227190335529,0
147,92,39.62801728512192,1
36,98,36.672821208257304,0
163,92,39.76628429861145,1
82,96,36.48693289106307,0
174,89,38.859447269993495,1
71,98,36.37383957823719,0
194,93,38.803150780451034,0
43,97,37.19081442073194,0
133,90,37.90100026332518,0
181,92,39.59253332090918,1
82,94,37.30212649071363,0
165,91,39.04652844553796,1
182,93,37.97305384946252,0
186,92,39.70217689799732,1
88,95,36.65165801227798,0
154,94,39.56454187641191,1
195,89,39.54986729352025,1
186,92,39.35877064072902,1
150,94,37.50280027870027,0
109,95,37.164987849140836,0
147,92,38.14672082674477,0
198,89,38.21759533293728,1
138,93,38.316083941258235,0
118,88,39.07953381754167,1
146,94,38.441738404967,0
133,92,39.44961348787786,1
187,93,38.208357370663954,0
127,94,38.853166446690274,0
180,89,38.354680415096716,1
162,91,37.948743308559585,0
144,92,37.7562743199767,0
116,91,37.934383688268916,0
88,97,36.09497188274724,0
197,90,37.91594396733068,0
195,91,37.66837650367193,0
102,95,36.663003443809124,0
67,99,36.86928172487447,0
176,90,39.631036647996616,1
55,99,37.36288455684836,0
82,98,36.62434162981445,0
182,90,37.82521560032658,0
162,92,38.459030651014054,0
170,92,37.555308878822494,0
169,93,38.42958382309681,0
179,90,38.13127187422096,0
162,94,38.61475676594187,0
67,99,36.65595518347602,0
149,91,38.56545325558993,0
153,92,39.635524436153915,1
56,98,36.97115511609408,0
192,91,39.59986791168118,1
72,99,36.322075156244004,0
143,90,38.18314881749552,0
85,94,37.348531314816185,0
42,97,37.023778093763156,0
61,98,36.893936326729715,0
61,99,37.06413170981334,0
55,98,37.37756870714376,0
64,94,36.44903983661338,0
131,93,38.074886514727716,0
62,98,36.2805028009682,0
145,88,39.12916706343971,1
95,97,36.787850400880735,0
82,97,36.66249386936818,0
181,91,37.963813789257806,0
38,94,36.12763028656867,0
69,96,37.18269651936364,0
83,97,36.025006649469645,0
51,98,36.18374282875534,0
192,92,39.779590087399775,1
80,95,36.86331044032903,0
151,93,38.65524322691415,0
40,99,36.16423146454735,0
133,88,39.018266120656676,1
158,91,38.575764737248655,0
71,99,36.31575619942123,0
58,97,36.08989251190519,0
127,93,38.31481365988019,0
80,95,37.11658274089206,0
129,90,39.96087851850726,1
133,88,37.52905134977025,1
150,89,39.20114156589831,1
194,89,38.69984708679281,1
195,94,39.30471906981734,1
101,96,36.972974640577156,0
162,88,39.881621595096796,1
52,94,36.0554663554877,0
59,99,37.048826294741794,0
88,94,36.33886302220754,0
92,94,36.79926630258183,0
101,99,36.86541802804537,0
138,91,38.365041419112096,0
58,95,36.457045831541585,0
148,89,38.835605514941115,1
66,94,36.49087770369285,0
120,88,39.561285117242086,1
185,89,38.49230819050399,1
161,89,39.94366596578696,1
189,89,39.22366242284316,1
164,89,39.55360182002467,1
51,95,36.234475615162694,0
138,88,39.87887493588832,1
195,92,39.26618931621725,1
171,93,38.98694159344234,0
77,94,36.07275979711206,0
73,94,36.99268472723128,0
60,95,36.87542652429953,0
133,91,38.34862548135702,0
84,96,36.67815782660366,0
187,90,39.73704164015132,1
186,91,38.993689656579825,0
47,99,36.63324559832562,0
94,96,36.057055748529464,0
169,91,39.328973804388326,1
91,96,37.01475718382368,0
70,97,36.34594452761421,0
54,98,36.6709905000068,0
99,96,36.30689958230126,0
42,99,36.47165410847955,0
178,92,39.474246267856195,1
176,94,37.6091541442684,0
149,91,38.88840887734408,0
177,89,39.13315754809332,1
126,92,39.990834790141854,1
132,88,38.7331921169595,1
100,97,36.279359431300804,0
66,96,36.30878557489125,0
120,93,37.57663125551451,0
85,94,37.176633368787705,0
187,88,39.670681263520954,1
97,95,37.039789129679974,0
159,91,39.071912045514864,1
184,91,38.427596907461506,0
92,97,36.70678283465023,0
92,95,37.21384409457143,0
120,88,38.59653854797398,0
83,98,36.55372123778862,0
104,97,37.222792533314326,0
49,95,37.110138532447884,0
88,95,37.38898664287694,0
135,89,39.78090836404173,1
42,97,36.53738601261492,0
87,95,36.88418430812953,0
94,94,36.18419475917816,0
142,91,39.772581301664104,1
39,95,36.33256065489343,0
137,93,38.78153801301451,0
40,98,37.19613913071741,0
143,92,38.59291347204206,0
150,93,39.67687475318128,1
128,94,38.982295999579456,0
81,94,36.927669790611645,0
133,94,37.90880968146256,0
89,96,36.437007279375024,0
86,97,36.36138680578158,0
178,92,37.522576010323874,0
47,94,37.08286237596124,0
148,91,39.92455261269636,1
158,94,38.08668509565388,0
140,89,37.68374186832503,1
192,93,38.32722340747293,0
181,92,38.34250794107822,0
179,93,37.86439142061188,0
154,92,38.12178568146908,0
97,96,37.328016696792005,0
53,94,36.23385867106133,0
126,91,38.44839647480606,0
92,96,37.0309628210919,0
124,92,38.83377981324924,0
151,88,39.61042612242299,1
96,97,36.62491610511762,0
57,99,36.28817769405148,0
161,92,37.58546941484789,0
171,93,37.64271714022329,0
174,94,38.07782728106912,0
163,89,37.59835885167127,1
92,96,36.63307863959681,0
156,92,37.7213889605581,0
35,94,36.710128732163746,0
68,99,36.96349101221323,0
130,91,39.966575307397115,1
160,90,37.512349952336024,0
152,89,38.3078266426757,1
82,98,37.21508561232803,0
123,94,38.13556144974373,0
151,90,38.722116450642304,0
163,91,38.830612472065745,0
50,99,36.43110191822767,0
103,95,36.28259483297213,0
56,95,36.26368871727184,0
127,94,39.181505295562815,1
110,99,37.215399156128505,0
188,93,38.13826631182108,0
178,88,39.595288224120274,1
120,89,38.435741917849484,0
63,99,36.696044669611794,0
103,94,37.163228067878386,0
81,94,36.04254188357557,0
128,88,39.223816877578905,1
178,88,39.00152385636559,1
119,94,39.14721367558164,0
73,98,36.933760123787266,0
134,88,37.76648257576998,1
67,97,36.22300242333993,0
135,93,38.295278884045295,0
57,94,36.569671145012016,0
44,98,37.09533967768158,0
103,98,36.404159833742895,0
134,90,39.69628890325337,1
68,98,37.071267210378096,0
172,91,39.16898346390896,1
181,93,39.75343912397111,1
130,92,39.49453412214659,1
35,96,37.216460875756795,0
103,94,36.16829267751885,0
38,99,36.90870452231215,0
50,98,36.45442016186038,0
58,97,36.853764527698175,0
114,94,39.23866801672465,0
36,97,36.767899610312064,0
162,88,38.093860327185816,1
194,88,38.611048631878006,1
118,93,37.68298980942111,0
186,90,37.9211109628568,0
174,93,39.04872586502404,1
197,93,38.751113272826856,0
158,92,39.65833412392956,1
67,95,36.670854628681624,0
195,92,39.53441572079897,1
135,88,38.45048904696464,1
46,95,36.73727331617654,0
101,97,36.667373665057625,0
99,96,37.07083656615898,0
195,93,39.36718929033956,1
108,97,37.337733174336904,0
77,98,37.15135078634388,0
78,96,36.0105880249694,0
63,98,37.25724276852998,0
175,88,39.13673270357837,1
46,96,36.08437434640538,0
129,92,38.697958073609,0
80,96,36.1419891598289,0
164,92,39.04337939353243,1
69,98,36.39882206274669,0
115,90,39.82401469355497,0
124,91,38.84790319168813,0
42,95,36.854467296635285,0
127,89,38.49976301701039,1
188,92,38.53387275381338,0
124,88,38.806202601290295,1
196,94,39.20279463491246,1
149,89,39.49945273856005,1
139,94,39.27261565430608,1
169,88,38.91828054907226,1
92,95,37.28485348483993,0
148,91,38.70886411679981,0
109,99,36.77031715901877,0
191,92,39.082878438985055,1
154,90,37.506460037112454,0
198,93,39.54797214856698,1
55,99,36.83095399677241,0
198,89,38.03011209977057,1
172,89,37.93693360706844,1
135,88,39.5996532571668,1
186,88,38.092176397436205,1
133,92,38.25515125458699,0
70,96,37.191643965193876,0
130,94,39.168874748228674,1
186,89,39.41664033800102,1
185,89,38.629419196843074,1
71,95,36.21417732115999,0
46,94,37.03162324292185,0
147,89,38.68222991408295,1
47,98,36.13400037772823,0
57,98,36.89876010062057,0
133,91,38.01546541129606,0
139,90,38.07986774028994,0
64,99,36.88482168042859,0
51,94,36.695473602402835,0
147,89,38.186350635000316,1
96,98,36.94617774312233,0
118,89,38.570499037314036,0
146,94,39.31129212849655,1
120,90,39.97813998425547,0
175,91,39.54676764279808,1
53,97,37.01407434398023,0
134,89,39.76381198082419,1
174,92,37.69854842247247,0
181,92,39.7354771866603,1
110,96,36.56166307965457,0
43,94,36.317318963117785,0
62,94,36.8640180967539,0
162,92,38.797649477270674,0
86,95,36.93744366258755,0
117,91,38.084280204776086,0
145,92,38.17786859125046,0
178,89,39.20032982775863,1
151,91,38.31083438278844,0
103,96,36.266454807946694,0
133,89,39.98534840305292,1
174,89,38.40736067961498,1
59,96,37.02291071433494,0
157,93,38.333923873680504,0
87,99,36.78721554222907,0
185,91,39.90416433988703,1
178,92,39.225012227051664,1
91,94,36.238669113443486,0
73,95,36.13534702950541,0
143,88,39.55451610975272,1
76,97,36.48660013393457,0
176,91,39.95309093586076,1
156,90,39.817944548698634,1
167,92,37.79957250504412,0
197,90,37.881040033326045,0
109,98,37.03205231501014,0
180,91,38.10914179015967,0
110,99,36.72934116818086,0
43,99,36.35986617300491,0
108,94,36.85188097772371,0
179,91,39.455070219175965,1
41,95,36.08835264631081,0
175,91,38.257820889863325,0
171,89,38.3541862547423,1
61,94,36.12269984546938,0
156,90,38.09763833049316,0
39,94,36.42773403492123,0
63,97,36.39158495386007,0
199,89,39.001485833401546,1
117,94,37.904410528380275,0
170,93,38.74240870726457,0
143,93,38.91643840542854,0
99,97,36.29191472010027,0
120,94,38.49294694357303,0
179,93,39.543624271227976,1
105,96,36.944025328972664,0
79,95,37.215279366150426,0
166,93,37.85319512318876,0
70,97,37.14622900570398,0
104,98,36.03205135496657,0
193,90,39.237377722256156,1
53,95,37.34025204305242,0
142,89,39.10243019336333,1
125,88,38.93790837624156,1
124,92,39.655036205681554,1
53,97,36.848919322206726,0
73,94,36.84875411285137,0
160,93,39.57333101285321,1
175,91,38.75641519115861,0
160,88,39.56300191853892,1
92,98,36.51454819120814,0
182,92,37.56452976737372,0
95,94,36.325571901711534,0
161,92,38.87382383973754,0
139,91,38.27954033271315,0
35,99,37.22654726963726,0
165,92,37.764161710654356,0
126,93,37.50083126530122,0
147,90,39.048969887244574,1
187,91,38.41199554786132,0
90,96,36.790217526950435,0
195,89,38.6495010594233,1
151,89,38.71150396754716,1
168,89,37.644451402490915,1
92,94,36.60247204851249,0
78,94,36.199149116162076,0
194,88,39.456740101860376,1
95,99,36.14146413541491,0
81,97,36.86527234400206,0
183,91,39.99174213463244,1
114,88,38.081613846406704,0
152,91,38.26563405196653,0
198,91,39.139309181404144,1
181,93,38.56520845972593,0
54,98,37.241245901336654,0
180,93,39.135189488429994,1
81,96,36.51486309122821,0
83,97,36.6742887851488,0
48,98,36.541910264469884,0
177,92,37.52757816107162,0
193,89,37.83450934069872,1
35,98,36.02686918755228,0
151,94,38.95537057444993,0
88,95,36.26557278744455,0
152,92,38.038004680043095,0
37,98,37.168024712336674,0
178,92,39.939684387275136,1
46,95,36.09046335178172,0
108,97,36.5199719947102,0
50,94,36.76714328456317,0
136,94,38.74833458744654,0
186,94,37.87309444487544,0
190,93,37.87512166173496,0
151,91,38.108694921012166,0
42,95,36.66642538111627,0
156,88,39.03520327796184,1
126,92,38.64861692101497,0
198,92,39.89055547662237,1
124,88,39.88833671625982,1
170,88,39.14673036551861,1
94,94,36.963388588521155,0
62,97,36.10698360321327,0
135,88,39.602178948564806,1
75,95,36.3542818059211,0
189,92,39.562830489821756,1
179,94,39.14838480551445,1
195,90,38.6253110810494,0
191,88,39.034833961900155,1
175,91,38.6265491418244,0
80,98,36.210236601143855,0
69,97,36.71711068913774,0
168,92,37.619577050985264,0
116,88,39.3655181437046,1
149,88,37.68021083999668,1
81,96,36.01695186532884,0
187,92,38.77144822361895,0
44,95,36.646725711339336,0
90,97,36.48958452164419,0
64,96,36.92591885549858,0
143,91,38.387103400642225,0
39,95,36.13775390959876,0
153,93,39.5763361410121,1
67,95,36.029322945443276,0
152,91,39.74725206001559,1
99,94,37.366387189438306,0
180,94,38.01421815548889,0
45,94,36.35757887855931,0
119,91,39.43658445159447,0
60,94,37.3437571253063,0
97,99,37.25414043632063,0
120,89,39.496785479136435,1
93,97,36.6640705538687,0
61,95,36.84263422549085,0
195,92,39.80074295304852,1
132,91,37.89159609243452,0
139,89,38.34566876498624,1
133,89,38.06153902960963,1
163,88,38.43998222485328,1
183,93,38.59851247423613,0
89,94,36.22915732205142,0
40,97,36.336969796565505,0
129,92,39.18995568896589,1
167,90,39.71731225052317,1
136,92,38.2147669730979,0
37,99,37.20591799490881,0
57,94,36.36180426840855,0
87,95,36.890499069221754,0
199,93,38.65134874318535,0
117,93,39.321226692904034,0
179,94,37.95148649543825,0
119,90,38.300149581302456,0
112,93,39.96167434881127,0
144,93,38.84889055123876,0
35,98,36.23074074202121,0
85,98,36.95941722256222,0
38,97,37.144899461799724,0
147,94,38.720985325162346,0
66,97,37.02592216267275,0
68,96,37.061459015507154,0
126,88,38.7709013672907,1
129,94,37.76482678139623,0
106,98,36.13125968890378,0
73,97,36.890807895570944,0
188,92,37.900179087386434,0
196,89,38.895105812872416,1
152,88,39.35428015378233,1
37,96,37.38853393188911,0
157,90,38.50373578965322,0
84,95,36.92058443788923,0
46,94,36.7771189290232,0
88,99,36.86237963036425,0
167,90,39.219710274699786,1
91,98,36.75417393428025,0
179,91,37.51307403385728,0
146,89,39.59990995070546,1
81,97,37.044027295823724,0
185,93,39.37386371117222,1
119,92,38.41985187825521,0
176,90,39.39066164472863,1
100,99,37.22731106655948,0
109,98,36.17459967967595,0
137,94,38.621526577386355,0
72,97,37.09255968660619,0
84,99,36.8302620678615,0
132,92,39.15760501125123,1
116,93,39.23904536624202,0
64,98,36.04069993248154,0
113,93,38.3887325261034,0
125,88,38.46918398687598,1
86,94,36.823483173727745,0
113,91,38.775274281247064,0
64,96,36.090795032276155,0
140,89,38.90371146989881,1
85,97,36.07392554465594,0
115,89,38.99842241415733,0
167,90,38.174551800320536,0
63,97,36.45095120592086,0
166,94,37.69264569783583,0
172,93,39.238539120820136,1
179,91,39.46224244277867,1
108,99,36.293778792798975,0
51,97,36.72417667901825,0
118,92,37.86863131676571,0
103,94,36.60762711264343,0
68,95,36.51999080262226,0
40,94,36.83751541168923,0
87,96,37.0732239335603,0
160,88,39.83278332835889,1
77,98,36.24287210397234,0
149,93,39.09044341177058,1
145,94,37.79584047730847,0
185,93,39.97781607955326,1
114,91,38.45958237983261,0
129,88,39.87578188232648,1
152,92,37.9611906328341,0
178,92,39.94911678758471,1
42,96,36.03667539194489,0
166,88,38.964525364929756,1
138,93,38.18267702493203,0
166,88,39.82404230718921,1
59,96,37.31695094316147,0
130,89,39.63182004968928,1
189,89,39.681825626211506,1
127,92,38.65433203403096,0
194,91,39.506608274489274,1
95,95,37.31229461190221,0
156,91,37.83369993103986,0
85,97,36.06977883889612,0
181,94,38.74115288088825,0
55,94,37.09229828880214,0
39,97,37.07171805858755,0
126,93,38.06305925567123,0
95,97,36.18949571518876,0
56,97,36.919737218773996,0
183,91,37.53350656608041,0
104,97,36.062432871722145,0
35,99,36.366387957230266,0
167,90,38.189030846697364,0
46,99,36.34936467978931,0
124,93,38.5722171971526,0
80,94,37.08739477973725,0
68,97,36.21893452616483,0
112,91,37.5840340004582,0
79,97,36.86757921627918,0
189,90,37.84811342779399,0
107,97,36.4412653295363,0
60,96,36.48628065676238,0
81,95,37.025428224573325,0
155,90,39.90848608553387,1
90,98,36.07316103100043,0
128,91,39.46928253881927,1
141,93,39.32705241245183,1
97,95,37.37137117653446,0
82,98,36.9158444420637,0
95,95,36.267666982050706,0
115,88,38.65983121672084,0
60,94,37.32585038283421,0
70,97,36.489308920921545,0
35,94,36.03084922441651,0
42,98,36.31544370193173,0
147,89,37.72210061271891,1
133,93,38.90305697070631,0
81,94,37.372723550801545,0
161,92,39.65034923337359,1
90,95,36.75956412475359,0
48,99,36.76837411940808,0
62,95,36.11441548404549,0
112,93,39.6172968202214,0
164,89,37.91443635040819,1
143,89,39.16046978626354,1
188,88,39.17255584332277,1
48,95,37.20678167176598,0
90,96,36.91136285401134,0
149,93,38.226468899515886,0
41,99,37.12896506412597,0
37,95,37.369286545162936,0
145,90,39.465695498460086,1
185,94,39.68033925005619,1
141,89,38.325537662178746,1
52,99,37.05575075244263,0
72,98,36.923481112952636,0
149,91,39.676446062615014,1
49,96,37.32529313587945,0
153,89,39.376823767498365,1
62,94,36.03803438971578,0
73,94,36.131812674175976,0
51,96,37.27290828820618,0
120,88,38.476820914034036,0
160,90,37.763684249891575,0
78,97,36.63237554692436,0
59,96,36.53258801051059,0
179,90,38.60268039562696,0
47,96,36.28527304277876,0
59,95,36.13165054620797,0
102,97,37.10999618664737,0
172,91,38.19110422645849,0
101,94,36.554358661727434,0
143,93,38.83257216811535,0
180,89,38.619007350800544,1
145,93,39.483153376095636,1
145,94,39.03368284659794,1
68,98,37.26860055667207,0
145,89,37.92213551669421,1
42,99,36.196996139268265,0
147,88,37.58345900446595,1
117,92,39.331588086752085,0
76,96,36.438426792744195,0
135,93,39.038245062674505,1
40,99,37.199623510505134,0
60,94,37.12504494961815,0
98,99,36.44753356541676,0
93,94,36.58486537098514,0
143,94,37.80608474589735,0
155,93,39.08667818313485,1
67,97,37.395909419914325,0
184,89,38.56872421980154,1
55,96,36.96160539674504,0
104,96,36.738359470971744,0
146,88,39.557396115553715,1
38,95,36.111169218500244,0
128,92,39.93364347494043,1
109,97,37.201447874420026,0
96,97,37.285491199471885,0
128,93,39.27560699655828,1
129,91,39.97016391663193,1
186,89,39.55409224427618,1
89,97,36.43968511298982,0
171,89,39.548137762178655,1
165,91,38.33802011842718,0
65,95,36.34207591710105,0
74,97,37.15636949779131,0
70,99,37.0067084262954,0
186,90,37.85492997440249,0
40,94,37.035539821017466,0
100,95,37.04835687174863,0
109,94,36.609707636157424,0
38,99,37.03329677267392,0
113,91,38.67821791849541,0
168,94,38.134937186430065,0
152,88,37.81566185391126,1
147,89,38.31276003857925,1
128,91,39.20417370600405,1
96,99,37.1980321624681,0
113,91,39.9793565429196,0
170,94,38.198190221136024,0
60,96,36.971810802913765,0
78,94,36.30174181630787,0
167,94,38.03161094092774,0
104,96,37.068417407762446,0
188,92,39.13290697632821,1
152,93,39.759019610866986,1
102,94,37.072490687149426,0
53,96,36.082731446109555,0
54,95,36.911075966582246,0
147,93,39.176830779764586,1
174,94,37.92270267588998,0
81,95,36.625877761328994,0
35,99,36.31742253609291,0
124,92,38.86662055046947,0
176,90,38.53190282316506,0
98,99,36.67069808834469,0
72,94,36.05883454523997,0
71,99,37.285307173078806,0
160,94,37.81863489855717,0
173,88,38.230545576154746,1
134,90,39.56509762916643,1
111,90,39.512266942103594,0
37,97,37.374518170564876,0
195,93,39.316677480175805,1
168,90,39.0705952761582,1
44,94,36.3941296777809,0
39,97,36.157612546576715,0
185,93,37.80061806627919,0
172,91,37.741336175488605,0
164,93,37.61530891083933,0
47,94,36.656275151650306,0
164,88,39.56133702021758,1
118,92,38.243094519271544,0
99,96,37.0223446059262,0
97,94,36.06739997036969,0
135,91,39.693098642905504,1
107,95,36.93492655651697,0
51,99,36.47656818068939,0
43,98,37.17341305697269,0
177,93,38.57295648349089,0
186,90,39.988593790478276,1
72,95,36.802689083889305,0
197,92,37.659102273216604,0
128,91,38.050563253443286,0
129,91,37.787332492648915,0
83,98,36.73533566052822,0
103,94,36.93688036811331,0
96,94,36.09056165092118,0
112,88,37.562854895693185,0
151,94,38.57606852580248,0
154,91,39.77669144858785,1
171,93,39.43469913932539,1
196,88,38.352039249474615,1
110,97,36.62073202013086,0
69,98,36.88383057432878,0
35,97,37.104323169467506,0
74,96,36.33240685572473,0
98,97,36.14591472393169,0
184,93,39.46687583788609,1
94,96,36.913113963363664,0
98,95,36.38019627065145,0
127,90,39.3589847904414,1
106,94,36.37654252415706,0
45,99,36.09930510258728,0
139,88,37.507302581553404,1
48,98,36.66149069700912,0
94,95,37.27033223059799,0
64,96,36.38754003090783,0
69,94,36.630651422320945,0
199,92,38.705102645280206,0
39,99,36.855092099506074,0
117,92,38.685721051078154,0
157,88,38.79143157111495,1
112,93,39.63533999412626,0
188,88,38.04767202275465,1
96,96,37.18149445765641,0
166,88,38.34715162334688,1
123,92,38.59634622134359,0
76,99,36.555515585920844,0
123,93,39.82938429858204,1
180,88,39.54170543862679,1
74,94,36.86389312256492,0
106,98,36.48331239992237,0
73,94,36.041535512290636,0
138,90,37.61213392005892,0
48,96,36.18408476785717,0
66,99,36.23128551507299,0
159,91,39.324650772121196,1
131,92,39.28508161116714,1
57,97,36.9444509940827,0
97,94,37.15330653790981,0
177,94,39.8850828189626,1
187,92,37.50391276297868,0
179,90,37.505259607939706,0
87,99,36.36065010846721,0
138,94,37.60139684386171,0
138,91,39.21647478373151,1
73,95,36.93140894276927,0
168,88,38.64059127238885,1
101,95,36.12919870890256,0
169,94,38.54736947546869,0
76,97,37.26044977530398,0
49,97,36.11225201971467,0
145,94,39.37462691109116,1
191,89,39.17143161680728,1
67,94,36.90503012617445,0
189,90,38.984151978021345,0
198,89,38.75538402490497,1
191,90,39.78321736894059,1
72,94,36.21605019139631,0
131,90,39.30993263866524,1
189,90,39.352453125686445,1
67,98,36.09302138209809,0
120,93,37.855342809483645,0
100,94,36.97283532314634,0
44,97,36.413056990715816,0
39,94,36.11814933276236,0
157,94,37.609347680772366,0
108,98,37.131231681869174,0
131,94,38.35791838293164,0
152,94,39.54180800639636,1
72,99,37.18384610818587,0
175,93,39.629603092184865,1
